Category,Condition,Alias,Relative Link
Heart and circulation,hereditary dystopic lipidosis,fabry disease,/condition/fabry-disease
Heart and circulation,hereditary hemorrhagic telangiectasia,,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,hereditary motor and sensory neuropathy type iv,refsum disease,/condition/refsum-disease
Heart and circulation,hereditary osteodysplasia with acro-osteolysis,hajdu-cheney syndrome,/condition/hajdu-cheney-syndrome
Heart and circulation,hereditary ventricular hypertrophy,familial hypertrophic cardiomyopathy,/condition/familial-hypertrophic-cardiomyopathy
Heart and circulation,heredopathia atactica polyneuritiformis,refsum disease,/condition/refsum-disease
Heart and circulation,heritable hypertrophic cardiomyopathy,familial hypertrophic cardiomyopathy,/condition/familial-hypertrophic-cardiomyopathy
Heart and circulation,hgps,hutchinson-gilford progeria syndrome,/condition/hutchinson-gilford-progeria-syndrome
Heart and circulation,hht,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,hirschsprung disease-mental retardation syndrome,mowat-wilson syndrome,/condition/mowat-wilson-syndrome
Heart and circulation,hjcys,hajdu-cheney syndrome,/condition/hajdu-cheney-syndrome
Heart and circulation,hmcs,mckusick-kaufman syndrome,/condition/mckusick-kaufman-syndrome
Heart and circulation,hmsn iv,refsum disease,/condition/refsum-disease
Heart and circulation,hmsn type iv,refsum disease,/condition/refsum-disease
Heart and circulation,holt-oram syndrome,,/condition/holt-oram-syndrome
Heart and circulation,hos,holt-oram syndrome,/condition/holt-oram-syndrome
Heart and circulation,hunter syndrome,mucopolysaccharidosis type ii,/condition/mucopolysaccharidosis-type-ii
Heart and circulation,hurler-scheie syndrome,mucopolysaccharidosis type i,/condition/mucopolysaccharidosis-type-i
Heart and circulation,hurler syndrome,mucopolysaccharidosis type i,/condition/mucopolysaccharidosis-type-i
Heart and circulation,hutchinson-gilford progeria syndrome,,/condition/hutchinson-gilford-progeria-syndrome
Heart and circulation,"hydrometrocolpos, postaxial polydactyly, and congenital heart malformation",mckusick-kaufman syndrome,/condition/mckusick-kaufman-syndrome
Heart and circulation,hypercalcemia-supravalvar aortic stenosis,williams syndrome,/condition/williams-syndrome
Heart and circulation,hypercholesterolemia,,/condition/hypercholesterolemia
Heart and circulation,hypertrichosis-osteochondrodysplasia-cardiomegaly syndrome,cantú syndrome,/condition/cantu-syndrome
Heart and circulation,hypertrichotic osteochondrodysplasia,cantú syndrome,/condition/cantu-syndrome
Heart and circulation,i-cell disease,mucolipidosis ii alpha/beta,/condition/mucolipidosis-ii-alpha-beta
Heart and circulation,i2s deficiency,mucopolysaccharidosis type ii,/condition/mucopolysaccharidosis-type-ii
Heart and circulation,ibd deficiency,isobutyryl-coa dehydrogenase deficiency,/condition/isobutyryl-coa-dehydrogenase-deficiency
Heart and circulation,idiopathic hypertrophic subaortic stenosis,familial hypertrophic cardiomyopathy,/condition/familial-hypertrophic-cardiomyopathy
Heart and circulation,idiopathic infantile arterial calcification,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,idiopathic obliterative arteriopathy,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,idiopathic pulmonary hypertension,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension
Heart and circulation,"idiopathic ventricular fibrillation, brugada type",brugada syndrome,/condition/brugada-syndrome
Heart and circulation,idua deficiency,mucopolysaccharidosis type i,/condition/mucopolysaccharidosis-type-i
Heart and circulation,iduronate 2-sulfatase deficiency,mucopolysaccharidosis type ii,/condition/mucopolysaccharidosis-type-ii
Heart and circulation,iiac,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,imperforate anus-hand and foot anomalies syndrome,townes-brocks syndrome,/condition/townes-brocks-syndrome
Heart and circulation,inclusion cell disease,mucolipidosis ii alpha/beta,/condition/mucolipidosis-ii-alpha-beta
Heart and circulation,infantile calcifying arteriopathy,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,infantile hypercalcemia,williams syndrome,/condition/williams-syndrome
Heart and circulation,isobutyryl-coa dehydrogenase deficiency,,/condition/isobutyryl-coa-dehydrogenase-deficiency
Heart and circulation,isobutyryl-coenzyme a dehydrogenase deficiency,isobutyryl-coa dehydrogenase deficiency,/condition/isobutyryl-coa-dehydrogenase-deficiency
Heart and circulation,isochromosome 12p syndrome,pallister-killian mosaic syndrome,/condition/pallister-killian-mosaic-syndrome
Heart and circulation,isolated pulmonary venous sclerosis,pulmonary veno-occlusive disease,/condition/pulmonary-veno-occlusive-disease
Heart and circulation,jacobsen syndrome,,/condition/jacobsen-syndrome
Heart and circulation,jervell and lange-nielsen syndrome,,/condition/jervell-and-lange-nielsen-syndrome
Heart and circulation,jlns,jervell and lange-nielsen syndrome,/condition/jervell-and-lange-nielsen-syndrome
Heart and circulation,kaufman-mckusick syndrome,mckusick-kaufman syndrome,/condition/mckusick-kaufman-syndrome
Heart and circulation,kawasaki disease,,/condition/kawasaki-disease
Heart and circulation,kd,kawasaki disease,/condition/kawasaki-disease
Heart and circulation,keratoderma with woolly hair,,/condition/keratoderma-with-woolly-hair
Heart and circulation,klippel-trenaunay syndrome,,/condition/klippel-trenaunay-syndrome
Heart and circulation,kts,klippel-trenaunay syndrome,/condition/klippel-trenaunay-syndrome
Heart and circulation,ktw syndrome,klippel-trenaunay syndrome,/condition/klippel-trenaunay-syndrome
Heart and circulation,kwwh,keratoderma with woolly hair,/condition/keratoderma-with-woolly-hair
Heart and circulation,lds,loeys-dietz syndrome,/condition/loeys-dietz-syndrome
Heart and circulation,lenegre lev disease,progressive familial heart block,/condition/progressive-familial-heart-block
Heart and circulation,lentiginosis profusa,multiple lentigines syndrome,/condition/multiple-lentigines-syndrome
Heart and circulation,leopard syndrome,multiple lentigines syndrome,/condition/multiple-lentigines-syndrome
Heart and circulation,lev-lenègre disease,progressive familial heart block,/condition/progressive-familial-heart-block
Heart and circulation,lev syndrome,progressive familial heart block,/condition/progressive-familial-heart-block
Heart and circulation,lev's disease,progressive familial heart block,/condition/progressive-familial-heart-block
Heart and circulation,liddle syndrome,,/condition/liddle-syndrome
Heart and circulation,"lipodystrophy, congenital generalized",berardinelli-seip congenital lipodystrophy,/condition/berardinelli-seip-congenital-lipodystrophy
Heart and circulation,"lipoprotein deficiency disease, hdl, familial",tangier disease,/condition/tangier-disease
Heart and circulation,loeys-dietz syndrome,,/condition/loeys-dietz-syndrome
Heart and circulation,long qt syndrome 7,andersen-tawil syndrome,/condition/andersen-tawil-syndrome
Heart and circulation,long qt syndrome with syndactyly,timothy syndrome,/condition/timothy-syndrome
Heart and circulation,low serum hdl cholesterol,familial hdl deficiency,/condition/familial-hdl-deficiency
Heart and circulation,lqt7,andersen-tawil syndrome,/condition/andersen-tawil-syndrome
Heart and circulation,lqt8,timothy syndrome,/condition/timothy-syndrome
Heart and circulation,lysosomal glycogen storage disease with normal acid maltase,danon disease,/condition/danon-disease
Heart and circulation,male turner syndrome,noonan syndrome,/condition/noonan-syndrome
Heart and circulation,malonic aciduria,malonyl-coa decarboxylase deficiency,/condition/malonyl-coa-decarboxylase-deficiency
Heart and circulation,malonyl-coa decarboxylase deficiency,,/condition/malonyl-coa-decarboxylase-deficiency
Heart and circulation,malonyl-coenzyme a decarboxylase deficiency,malonyl-coa decarboxylase deficiency,/condition/malonyl-coa-decarboxylase-deficiency
Heart and circulation,marfan syndrome,,/condition/marfan-syndrome
Heart and circulation,marfanoid-craniosynostosis syndrome,shprintzen-goldberg syndrome,/condition/shprintzen-goldberg-syndrome
Heart and circulation,maroteaux-lamy syndrome,mucopolysaccharidosis type vi,/condition/mucopolysaccharidosis-type-vi
Heart and circulation,mcd deficiency,malonyl-coa decarboxylase deficiency,/condition/malonyl-coa-decarboxylase-deficiency
Heart and circulation,mckusick-kaufman syndrome,,/condition/mckusick-kaufman-syndrome
Heart and circulation,mcops2,oculofaciocardiodental syndrome,/condition/oculofaciocardiodental-syndrome
Heart and circulation,medial coronary sclerosis of infancy,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,mental retardation-overgrowth syndrome,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,mfs,marfan syndrome,/condition/marfan-syndrome
Heart and circulation,mga type 2,barth syndrome,/condition/barth-syndrome
Heart and circulation,mga type ii,barth syndrome,/condition/barth-syndrome
Heart and circulation,mga type v,dilated cardiomyopathy with ataxia syndrome,/condition/dilated-cardiomyopathy-with-ataxia-syndrome
Heart and circulation,mga5,dilated cardiomyopathy with ataxia syndrome,/condition/dilated-cardiomyopathy-with-ataxia-syndrome
Heart and circulation,mgca5,dilated cardiomyopathy with ataxia syndrome,/condition/dilated-cardiomyopathy-with-ataxia-syndrome
Heart and circulation,"microcephaly, mental retardation, and distinct facial features, with or without hirschsprung disease",mowat-wilson syndrome,/condition/mowat-wilson-syndrome
Heart and circulation,"microphthalmia, cataracts, radiculomegaly, and septal heart defects",oculofaciocardiodental syndrome,/condition/oculofaciocardiodental-syndrome
Heart and circulation,"microphthalmia, syndromic 2",oculofaciocardiodental syndrome,/condition/oculofaciocardiodental-syndrome
Heart and circulation,misalignment of the pulmonary vessels,alveolar capillary dysplasia with misalignment of pulmonary veins,/condition/alveolar-capillary-dysplasia-with-misalignment-of-pulmonary-veins
Heart and circulation,mks,mckusick-kaufman syndrome,/condition/mckusick-kaufman-syndrome
Heart and circulation,mlii,mucolipidosis ii alpha/beta,/condition/mucolipidosis-ii-alpha-beta
Heart and circulation,mmds,multiple mitochondrial dysfunctions syndrome,/condition/multiple-mitochondrial-dysfunctions-syndrome
Heart and circulation,monosomy 4p,wolf-hirschhorn syndrome,/condition/wolf-hirschhorn-syndrome
Heart and circulation,monosomy 5p,cri-du-chat syndrome,/condition/cri-du-chat-syndrome
Heart and circulation,morquio-brailsford disease,mucopolysaccharidosis type iv,/condition/mucopolysaccharidosis-type-iv
Heart and circulation,morquio disease,mucopolysaccharidosis type iv,/condition/mucopolysaccharidosis-type-iv
Heart and circulation,morquio syndrome,mucopolysaccharidosis type iv,/condition/mucopolysaccharidosis-type-iv
Heart and circulation,mowat-wilson syndrome,,/condition/mowat-wilson-syndrome
Heart and circulation,moya-moya disease,moyamoya disease,/condition/moyamoya-disease
Heart and circulation,moyamoya disease,,/condition/moyamoya-disease
Heart and circulation,moynahan syndrome,multiple lentigines syndrome,/condition/multiple-lentigines-syndrome
Heart and circulation,mps i,mucopolysaccharidosis type i,/condition/mucopolysaccharidosis-type-i
Heart and circulation,mps ii,mucopolysaccharidosis type ii,/condition/mucopolysaccharidosis-type-ii
Heart and circulation,mps iv,mucopolysaccharidosis type iv,/condition/mucopolysaccharidosis-type-iv
Heart and circulation,mps vi,mucopolysaccharidosis type vi,/condition/mucopolysaccharidosis-type-vi
Heart and circulation,mps vii,mucopolysaccharidosis type vii,/condition/mucopolysaccharidosis-type-vii
Heart and circulation,mps6,mucopolysaccharidosis type vi,/condition/mucopolysaccharidosis-type-vi
Heart and circulation,mps7,mucopolysaccharidosis type vii,/condition/mucopolysaccharidosis-type-vii
Heart and circulation,mucocutaneous lymph node syndrome,kawasaki disease,/condition/kawasaki-disease
Heart and circulation,mucolipidosis ii alpha/beta,,/condition/mucolipidosis-ii-alpha-beta
Heart and circulation,mucopolysaccharidosis type i,,/condition/mucopolysaccharidosis-type-i
Heart and circulation,mucopolysaccharidosis type ii,,/condition/mucopolysaccharidosis-type-ii
Heart and circulation,mucopolysaccharidosis type iv,,/condition/mucopolysaccharidosis-type-iv
Heart and circulation,mucopolysaccharidosis type vi,,/condition/mucopolysaccharidosis-type-vi
Heart and circulation,mucopolysaccharidosis type vii,,/condition/mucopolysaccharidosis-type-vii
Heart and circulation,multiple lentigines syndrome,,/condition/multiple-lentigines-syndrome
Heart and circulation,multiple mitochondrial dysfunctions syndrome,,/condition/multiple-mitochondrial-dysfunctions-syndrome
Heart and circulation,"muscular dystrophy, duchenne and becker types",duchenne and becker muscular dystrophy,/condition/duchenne-and-becker-muscular-dystrophy
Heart and circulation,"muscular dystrophy, pseudohypertrophic",duchenne and becker muscular dystrophy,/condition/duchenne-and-becker-muscular-dystrophy
Heart and circulation,mws,mowat-wilson syndrome,/condition/mowat-wilson-syndrome
Heart and circulation,myofibrillar myopathy,,/condition/myofibrillar-myopathy
Heart and circulation,noonan syndrome,,/condition/noonan-syndrome
Heart and circulation,noonan syndrome with multiple lentigines,multiple lentigines syndrome,/condition/multiple-lentigines-syndrome
Heart and circulation,obstructive disease of the pulmonary veins,pulmonary veno-occlusive disease,/condition/pulmonary-veno-occlusive-disease
Heart and circulation,occlusive infantile arteriopathy,generalized arterial calcification of infancy,/condition/generalized-arterial-calcification-of-infancy
Heart and circulation,oculo-facio-cardio-dental syndrome,oculofaciocardiodental syndrome,/condition/oculofaciocardiodental-syndrome
Heart and circulation,oculofaciocardiodental syndrome,,/condition/oculofaciocardiodental-syndrome
Heart and circulation,ofcd syndrome,oculofaciocardiodental syndrome,/condition/oculofaciocardiodental-syndrome
Heart and circulation,"ohdo syndrome, say-barber-biesecker-young-simpson variant",,/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Heart and circulation,okihiro syndrome,duane-radial ray syndrome,/condition/duane-radial-ray-syndrome
Heart and circulation,osler hemorrhagic telangiectasia syndrome,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,osler-rendu disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,osler-rendu-weber disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,osler's disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,pah,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension
Heart and circulation,pallister-killian mosaic syndrome,,/condition/pallister-killian-mosaic-syndrome
Heart and circulation,parkes weber syndrome,,/condition/parkes-weber-syndrome
Heart and circulation,partial monosomy 4p,wolf-hirschhorn syndrome,/condition/wolf-hirschhorn-syndrome
Heart and circulation,patau syndrome,trisomy 13,/condition/trisomy-13
Heart and circulation,patent ductus arteriosus with facial dysmorphism and abnormal fifth digits,char syndrome,/condition/char-syndrome
Heart and circulation,paucity of interlobular bile ducts,alagille syndrome,/condition/alagille-syndrome
Heart and circulation,pccd,progressive familial heart block,/condition/progressive-familial-heart-block
Heart and circulation,"periodic paralysis, potassium-sensitive cardiodysrhythmic type",andersen-tawil syndrome,/condition/andersen-tawil-syndrome
Heart and circulation,phytanic acid storage disease,refsum disease,/condition/refsum-disease
Heart and circulation,phytosterolaemia,sitosterolemia,/condition/sitosterolemia
Heart and circulation,phytosterolemia,sitosterolemia,/condition/sitosterolemia
Heart and circulation,pks,pallister-killian mosaic syndrome,/condition/pallister-killian-mosaic-syndrome
Heart and circulation,pkws,parkes weber syndrome,/condition/parkes-weber-syndrome
Heart and circulation,plant sterol storage disease,sitosterolemia,/condition/sitosterolemia
Heart and circulation,pokkuri death syndrome,brugada syndrome,/condition/brugada-syndrome
Heart and circulation,polydystrophic dwarfism,mucopolysaccharidosis type vi,/condition/mucopolysaccharidosis-type-vi
Heart and circulation,portuguese polyneuritic amyloidosis,transthyretin amyloidosis,/condition/transthyretin-amyloidosis
Heart and circulation,portuguese type familial amyloid neuropathy,transthyretin amyloidosis,/condition/transthyretin-amyloidosis
Heart and circulation,pph,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension
Heart and circulation,pre-eclampsia,preeclampsia,/condition/preeclampsia
Heart and circulation,preeclampsia,,/condition/preeclampsia
Heart and circulation,pregnancy-induced hypertension,preeclampsia,/condition/preeclampsia
Heart and circulation,primary carnitine deficiency,,/condition/primary-carnitine-deficiency
Heart and circulation,primary familial dilated cardiomyopathy,familial dilated cardiomyopathy,/condition/familial-dilated-cardiomyopathy
Heart and circulation,primary hypoalphalipoproteinemia,familial hdl deficiency,/condition/familial-hdl-deficiency
Heart and circulation,primary pulmonary hypertension,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension
Heart and circulation,progeria,hutchinson-gilford progeria syndrome,/condition/hutchinson-gilford-progeria-syndrome
Heart and circulation,progressive cardiomyopathic lentiginosis,multiple lentigines syndrome,/condition/multiple-lentigines-syndrome
Heart and circulation,progressive familial heart block,,/condition/progressive-familial-heart-block
Heart and circulation,progressive intracranial arterial occlusion,moyamoya disease,/condition/moyamoya-disease
Heart and circulation,progressive intracranial occlusive arteropathy,moyamoya disease,/condition/moyamoya-disease
Heart and circulation,pseudo-ullrich-turner syndrome,noonan syndrome,/condition/noonan-syndrome
Heart and circulation,pseudoaldosteronism,liddle syndrome,/condition/liddle-syndrome
Heart and circulation,pseudoprimary hyperaldosteronism,liddle syndrome,/condition/liddle-syndrome
Heart and circulation,pseudoxanthoma elasticum,,/condition/pseudoxanthoma-elasticum
Heart and circulation,pulmonary arterial hypertension,,/condition/pulmonary-arterial-hypertension
Heart and circulation,pulmonary veno-occlusive disease,,/condition/pulmonary-veno-occlusive-disease
Heart and circulation,pvod,pulmonary veno-occlusive disease,/condition/pulmonary-veno-occlusive-disease
Heart and circulation,pxe,pseudoxanthoma elasticum,/condition/pseudoxanthoma-elasticum
Heart and circulation,ramsvps,retinal arterial macroaneurysm with supravalvular pulmonic stenosis,/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis
Heart and circulation,rcm,familial restrictive cardiomyopathy,/condition/familial-restrictive-cardiomyopathy
Heart and circulation,rec(8) syndrome,recombinant 8 syndrome,/condition/recombinant-8-syndrome
Heart and circulation,recombinant 8 syndrome,,/condition/recombinant-8-syndrome
Heart and circulation,refsum disease,,/condition/refsum-disease
Heart and circulation,renal carnitine transport defect,primary carnitine deficiency,/condition/primary-carnitine-deficiency
Heart and circulation,renal-ear-anal-radial syndrome (rear),townes-brocks syndrome,/condition/townes-brocks-syndrome
Heart and circulation,rendu-osler-weber,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Heart and circulation,retinal arterial macroaneurysm with supravalvular pulmonic stenosis,,/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis
Heart and circulation,"right ventricular dysplasia, arrhythmogenic",arrhythmogenic right ventricular cardiomyopathy,/condition/arrhythmogenic-right-ventricular-cardiomyopathy
Heart and circulation,romano-ward syndrome,,/condition/romano-ward-syndrome
Heart and circulation,rsh syndrome,smith-lemli-opitz syndrome,/condition/smith-lemli-opitz-syndrome
Heart and circulation,rsts,rubinstein-taybi syndrome,/condition/rubinstein-taybi-syndrome
Heart and circulation,rts,rubinstein-taybi syndrome,/condition/rubinstein-taybi-syndrome
Heart and circulation,rubinstein-taybi syndrome,,/condition/rubinstein-taybi-syndrome
Heart and circulation,rws,romano-ward syndrome,/condition/romano-ward-syndrome
Heart and circulation,salih myopathy,,/condition/salih-myopathy
Heart and circulation,san luis valley syndrome,recombinant 8 syndrome,/condition/recombinant-8-syndrome
Heart and circulation,savi,sting-associated vasculopathy with onset in infancy,/condition/sting-associated-vasculopathy-with-onset-in-infancy
Heart and circulation,say-barber-biesecker-young-simpson syndrome,"ohdo syndrome, say-barber-biesecker-young-simpson variant",/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Heart and circulation,say-barber-biesecker-young-simpson variant of ohdo syndrome,"ohdo syndrome, say-barber-biesecker-young-simpson variant",/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Heart and circulation,sbbys variant of ohdo syndrome,"ohdo syndrome, say-barber-biesecker-young-simpson variant",/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Heart and circulation,sbbyss,"ohdo syndrome, say-barber-biesecker-young-simpson variant",/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant
Heart and circulation,scheie syndrome,mucopolysaccharidosis type i,/condition/mucopolysaccharidosis-type-i
Heart and circulation,sclerosis tuberosa,tuberous sclerosis complex,/condition/tuberous-sclerosis-complex
Heart and circulation,sdys,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,sedlackova syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Heart and circulation,seip syndrome,berardinelli-seip congenital lipodystrophy,/condition/berardinelli-seip-congenital-lipodystrophy
Heart and circulation,sensorineural deafness-imperforate anus-hypoplastic thumbs syndrome,townes-brocks syndrome,/condition/townes-brocks-syndrome
Heart and circulation,serpentine fibula-polycystic kidney syndrome,hajdu-cheney syndrome,/condition/hajdu-cheney-syndrome
Heart and circulation,sfpks,hajdu-cheney syndrome,/condition/hajdu-cheney-syndrome
Heart and circulation,sgbs,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,short qt syndrome,,/condition/short-qt-syndrome
Heart and circulation,shprintzen-goldberg syndrome,,/condition/shprintzen-goldberg-syndrome
Heart and circulation,shprintzen syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Heart and circulation,sick sinus syndrome,,/condition/sick-sinus-syndrome
Heart and circulation,simpson dysplasia syndrome,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,simpson-golabi-behmel syndrome,,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,simpson syndrome,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome
Heart and circulation,sinus node disease,sick sinus syndrome,/condition/sick-sinus-syndrome
Heart and circulation,sinus node dysfunction,sick sinus syndrome,/condition/sick-sinus-syndrome
Heart and circulation,sitosterolaemia,sitosterolemia,/condition/sitosterolemia
Heart and circulation,sitosterolemia,,/condition/sitosterolemia
Heart and circulation,slo syndrome,smith-lemli-opitz syndrome,/condition/smith-lemli-opitz-syndrome
Heart and circulation,slos,smith-lemli-opitz syndrome,/condition/smith-lemli-opitz-syndrome
Heart and circulation,sly syndrome,mucopolysaccharidosis type vii,/condition/mucopolysaccharidosis-type-vii
Heart and circulation,smith-lemli-opitz syndrome,,/condition/smith-lemli-opitz-syndrome
Heart and circulation,snd,sick sinus syndrome,/condition/sick-sinus-syndrome
Heart and circulation,sotos syndrome,,/condition/sotos-syndrome
Heart and circulation,spontaneous occlusion of the circle of willis,moyamoya disease,/condition/moyamoya-disease
Heart and circulation,sporadic primary pulmonary hypertension,pulmonary arterial hypertension,/condition/pulmonary-arterial-hypertension
Heart and circulation,sqts,short qt syndrome,/condition/short-qt-syndrome
Heart and circulation,sss,sick sinus syndrome,/condition/sick-sinus-syndrome
Heart and circulation,"stenosis, aortic supravalvular",supravalvular aortic stenosis,/condition/supravalvular-aortic-stenosis
Heart and circulation,"stenosis, supravalvular aortic",supravalvular aortic stenosis,/condition/supravalvular-aortic-stenosis
Heart and circulation,sting-associated vasculopathy with onset in infancy,,/condition/sting-associated-vasculopathy-with-onset-in-infancy
Heart and circulation,sudden unexpected nocturnal death syndrome,brugada syndrome,/condition/brugada-syndrome
Heart and circulation,sudden unexplained death syndrome,brugada syndrome,/condition/brugada-syndrome
Heart and circulation,suds,brugada syndrome,/condition/brugada-syndrome
Heart and circulation,sunds,brugada syndrome,/condition/brugada-syndrome
Heart and circulation,supernumerary der(22) syndrome,emanuel syndrome,/condition/emanuel-syndrome
Heart and circulation,supernumerary der(22)t(11;22) syndrome,emanuel syndrome,/condition/emanuel-syndrome
Heart and circulation,supernumerary derivative 22 chromosome syndrome,emanuel syndrome,/condition/emanuel-syndrome
Heart and circulation,supravalvar aortic stenosis syndrome,williams syndrome,/condition/williams-syndrome
Heart and circulation,supravalvular aortic stenosis,,/condition/supravalvular-aortic-stenosis
Heart and circulation,surdo-cardiac syndrome,jervell and lange-nielsen syndrome,/condition/jervell-and-lange-nielsen-syndrome
Heart and circulation,svas,supravalvular aortic stenosis,/condition/supravalvular-aortic-stenosis
Heart and circulation,swiss type amyloid polyneuropathy,transthyretin amyloidosis,/condition/transthyretin-amyloidosis
Heart and circulation,systemic carnitine deficiency,primary carnitine deficiency,/condition/primary-carnitine-deficiency
Heart and circulation,taa,familial thoracic aortic aneurysm and dissection,/condition/familial-thoracic-aortic-aneurysm-and-dissection
Heart and circulation,tangier disease,,/condition/tangier-disease
Heart and circulation,taz defect,barth syndrome,/condition/barth-syndrome
Heart and circulation,teschler-nicola/killian syndrome,pallister-killian mosaic syndrome,/condition/pallister-killian-mosaic-syndrome
Heart and circulation,tetra-amelia syndrome,,/condition/tetra-amelia-syndrome
Heart and circulation,"tetrasomy 12p, mosaic",pallister-killian mosaic syndrome,/condition/pallister-killian-mosaic-syndrome
Heart and circulation,thoracic aortic aneurysm,familial thoracic aortic aneurysm and dissection,/condition/familial-thoracic-aortic-aneurysm-and-dissection
Heart and circulation,timothy syndrome,,/condition/timothy-syndrome
Heart and circulation,total lipodystrophy,berardinelli-seip congenital lipodystrophy,/condition/berardinelli-seip-congenital-lipodystrophy
Heart and circulation,townes-brocks syndrome,,/condition/townes-brocks-syndrome
Heart and circulation,townes syndrome,townes-brocks syndrome,/condition/townes-brocks-syndrome
Heart and circulation,toxemia of pregnancy,preeclampsia,/condition/preeclampsia
Heart and circulation,transthyretin amyloidosis,,/condition/transthyretin-amyloidosis
Heart and circulation,trisomy 13,,/condition/trisomy-13
Heart and circulation,trisomy 18,,/condition/trisomy-18
Heart and circulation,trisomy 21,down syndrome,/condition/down-syndrome
Heart and circulation,trisomy g,down syndrome,/condition/down-syndrome
Heart and circulation,ts,timothy syndrome,/condition/timothy-syndrome
Heart and circulation,tuberose sclerosis,tuberous sclerosis complex,/condition/tuberous-sclerosis-complex
Heart and circulation,tuberous sclerosis complex,,/condition/tuberous-sclerosis-complex
Heart and circulation,turner-like syndrome,noonan syndrome,/condition/noonan-syndrome
Heart and circulation,turner syndrome in female with x chromosome,noonan syndrome,/condition/noonan-syndrome
Heart and circulation,"turner's phenotype, karyotype normal",noonan syndrome,/condition/noonan-syndrome
Heart and circulation,type i familial amyloid polyneuropathy,transthyretin amyloidosis,/condition/transthyretin-amyloidosis
Heart and circulation,type ii familial amyloid polyneuropathy,transthyretin amyloidosis,/condition/transthyretin-amyloidosis
Heart and circulation,typus degenerativus amstelodamensis,cornelia de lange syndrome,/condition/cornelia-de-lange-syndrome
Heart and circulation,ullrich-noonan syndrome,noonan syndrome,/condition/noonan-syndrome
Heart and circulation,vacterl association,,/condition/vacterl-association
Heart and circulation,van bogaert-scherer-epstein disease,cerebrotendinous xanthomatosis,/condition/cerebrotendinous-xanthomatosis
Heart and circulation,vater association,vacterl association,/condition/vacterl-association
Heart and circulation,vcfs,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Heart and circulation,velo-cardio-facial syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Heart and circulation,velocardiofacial syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome
Heart and circulation,venous form of primary pulmonary hypertension,pulmonary veno-occlusive disease,/condition/pulmonary-veno-occlusive-disease
Heart and circulation,"ventricular dysplasia, right, arrhythmogenic",arrhythmogenic right ventricular cardiomyopathy,/condition/arrhythmogenic-right-ventricular-cardiomyopathy
Heart and circulation,ventricular pre-excitation with arrhythmia,wolff-parkinson-white syndrome,/condition/wolff-parkinson-white-syndrome
Heart and circulation,ventriculo-radial syndrome,holt-oram syndrome,/condition/holt-oram-syndrome
Heart and circulation,ward-romano syndrome,romano-ward syndrome,/condition/romano-ward-syndrome
Heart and circulation,watson-miller syndrome,alagille syndrome,/condition/alagille-syndrome
Heart and circulation,wbs,williams syndrome,/condition/williams-syndrome
Heart and circulation,weber-osler,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
