gene	diseaseName	score_hpo
TPM2	Limitation of joint mobility	1
TPM2	Triangular face	1
TPM2	Abnormality of the hip bone	1
TPM2	Micrognathia	1
TPM2	Wide nasal bridge	1
TPM2	Abnormal nasal morphology	1
TPM2	Abnormality of the ear	1
TPM2	Mandibular prognathia	1
TPM2	Long philtrum	1
TPM2	Vertebral segmentation defect	1
TPM2	Single transverse palmar crease	1
TPM2	Ulnar deviation of the wrist	1
TPM2	Autosomal dominant inheritance	1
TPM2	Rocker bottom foot	1
TPM2	Adducted thumb	1
TPM2	Short neck	1
TPM2	Narrow face	1
TPM2	Round ear	1
TPM2	Camptodactyly of finger	1
TPM2	Prominent nasolabial fold	1
TPM2	Distal arthrogryposis	1
TPM2	Ulnar deviation of finger	1
TNNT3	Scoliosis	1
TNNT3	Abnormality of the palate	1
TNNT3	Calcaneovalgus deformity	1
TNNT3	Talipes equinovarus	1
TNNT3	Aplasia/Hypoplasia of the radius	1
TNNT3	Tarsal synostosis	1
TNNT3	Narrow mouth	1
TNNT3	High palate	1
TNNT3	Absent phalangeal crease	1
TNNT3	Short stature	1
TNNT3	Downslanted palpebral fissures	1
TNNT3	Metatarsus adductus	1
TNNT3	Arthrogryposis multiplex congenita	1
TNNT3	Webbed neck	1
TNNT3	Ulnar deviation of the hand or of fingers of the hand	1
TNNT3	Limitation of joint mobility	1
TNNT3	Triangular face	1
TNNT3	Abnormality of the hip bone	1
TNNT3	Micrognathia	1
TNNT3	Wide nasal bridge	1
TNNT3	Abnormal nasal morphology	1
TNNT3	Abnormality of the ear	1
TNNT3	Mandibular prognathia	1
TNNT3	Long philtrum	1
TNNT3	Vertebral segmentation defect	1
TNNT3	Single transverse palmar crease	1
TNNT3	Ulnar deviation of the wrist	1
TNNT3	Autosomal dominant inheritance	1
TNNT3	Rocker bottom foot	1
TNNT3	Adducted thumb	1
TNNT3	Short neck	1
TNNT3	Narrow face	1
TNNT3	Round ear	1
TNNT3	Camptodactyly of finger	1
TNNT3	Prominent nasolabial fold	1
TNNT3	Distal arthrogryposis	1
TNNT3	Ulnar deviation of finger	1
MYH3	Scoliosis	1
MYH3	Abnormality of the palate	1
MYH3	Calcaneovalgus deformity	1
MYH3	Talipes equinovarus	1
MYH3	Aplasia/Hypoplasia of the radius	1
MYH3	Tarsal synostosis	1
MYH3	Narrow mouth	1
MYH3	High palate	1
MYH3	Absent phalangeal crease	1
MYH3	Short stature	1
MYH3	Downslanted palpebral fissures	1
MYH3	Metatarsus adductus	1
MYH3	Arthrogryposis multiplex congenita	1
MYH3	Webbed neck	1
MYH3	Ulnar deviation of the hand or of fingers of the hand	1
MYH3	Limitation of joint mobility	1
MYH3	Triangular face	1
MYH3	Abnormality of the hip bone	1
MYH3	Micrognathia	1
MYH3	Wide nasal bridge	1
MYH3	Abnormal nasal morphology	1
MYH3	Abnormality of the ear	1
MYH3	Mandibular prognathia	1
MYH3	Long philtrum	1
MYH3	Vertebral segmentation defect	1
MYH3	Single transverse palmar crease	1
MYH3	Ulnar deviation of the wrist	1
MYH3	Autosomal dominant inheritance	1
MYH3	Rocker bottom foot	1
MYH3	Adducted thumb	1
MYH3	Short neck	1
MYH3	Narrow face	1
MYH3	Round ear	1
MYH3	Camptodactyly of finger	1
MYH3	Prominent nasolabial fold	1
MYH3	Distal arthrogryposis	1
MYH3	Ulnar deviation of finger	1
ITM2B	Progressive neurologic deterioration	1
ITM2B	Dementia	1
ITM2B	Tremor	1
ITM2B	Rigidity	1
ITM2B	Hypertonia	1
ITM2B	Cerebral amyloid angiopathy	1
ITM2B	Autosomal dominant inheritance	1
ITM2B	Spasticity	1
TWIST1	Turricephaly	1
TWIST1	Oxycephaly	1
TWIST1	Dolichocephaly	1
TWIST1	Craniosynostosis	1
TWIST1	Autosomal dominant inheritance	1
ACTG2	Anonychia	1
ACTG2	Aplasia/Hypoplasia of the abdominal wall musculature	1
ACTG2	Abdominal situs inversus	1
ACTG2	Umbilical hernia	1
ACTG2	Vomiting	1
ACTG2	Aganglionic megacolon	1
ACTG2	Hyperparathyroidism	1
ACTG2	Cleft palate	1
ACTG2	Pancreatitis	1
ACTG2	Diarrhea	1
ACTG2	Arachnodactyly	1
ACTG2	Anteverted nares	1
ACTG2	Hydronephrosis	1
ACTG2	Duodenal stenosis	1
ACTG2	Megacystis	1
ACTG2	Microcephaly	1
ACTG2	Fetal megacystis	1
ACTG2	Dysphagia	1
ACTG2	Autosomal dominant inheritance	1
ACTG2	Low-set, posteriorly rotated ears	1
ACTG2	Camptodactyly of finger	1
ACTG2	Limitation of joint mobility	1
ACTG2	Vesicoureteral reflux	1
ACTG2	Broad forehead	1
ACTG2	Constipation	1
ACTG2	Narrow chest	1
ACTG2	Abnormality of the upper urinary tract	1
ACTG2	Malnutrition	1
ACTG2	Round face	1
ACTG2	Micrognathia	1
ACTG2	Microcolon	1
ACTG2	Polyhydramnios	1
ACTG2	Prominent nasal bridge	1
TRPS1	Pes planus	1
TRPS1	Osteoarthritis	1
TRPS1	Autosomal dominant inheritance	1
TRPS1	Infantile muscular hypotonia	1
TRPS1	Thin nail	1
TRPS1	Hyperlordosis	1
TRPS1	Narrow palate	1
TRPS1	Avascular necrosis of the capital femoral epiphysis	1
TRPS1	Short metacarpal	1
TRPS1	Slow-growing hair	1
TRPS1	Abnormally low-pitched voice	1
TRPS1	Swelling of proximal interphalangeal joints	1
TRPS1	Flat capital femoral epiphysis	1
TRPS1	Carious teeth	1
TRPS1	Pectus carinatum	1
TRPS1	Concave nail	1
TRPS1	Leukonychia	1
TRPS1	Short stature	1
TRPS1	Deep philtrum	1
TRPS1	Coxa magna	1
TRPS1	Scoliosis	1
TRPS1	Ivory epiphyses of the distal phalanges of the hand	1
TRPS1	Protruding ear	1
TRPS1	Delayed skeletal maturation	1
TRPS1	Delayed eruption of teeth	1
TRPS1	Chin with horizontal crease	1
TRPS1	Arthralgia	1
TRPS1	Scapular winging	1
TRPS1	Sparse lateral eyebrow	1
TRPS1	Micrognathia	1
TRPS1	Long philtrum	1
TRPS1	Short metatarsal	1
TRPS1	Thin upper lip vermilion	1
TRPS1	Fine hair	1
TRPS1	Sparse hair	1
TRPS1	Pear-shaped nose	1
TRPS1	Recurrent respiratory infections	1
TRPS1	Cone-shaped epiphyses of the middle phalanges of the hand	1
TRPS1	Dental malocclusion	1
TRPS1	Osteopenia	1
TRPS1	Accelerated bone age after puberty	1
TRPS1	Cone-shaped epiphyses of the proximal phalanges of the hand	1
TRPS1	Microdontia	1
TRPS1	Macrotia	1
BFSP1	Cortical cataract	1
BFSP1	Autosomal recessive inheritance	1
FCN3	Recurrent abscess formation	1
FCN3	Recurrent lower respiratory tract infections	1
FCN3	Autosomal recessive inheritance	1
FCN3	Verrucae	1
FCN3	Immunodeficiency	1
RAG1	B lymphocytopenia	1
RAG1	Panhypogammaglobulinemia	1
RAG1	Autosomal recessive inheritance	1
RAG1	Conjunctivitis	1
RAG1	Meningitis	1
RAG1	Diarrhea	1
RAG1	Arthritis	1
RAG1	Mastoiditis	1
RAG1	Otitis media	1
RAG1	Recurrent opportunistic infections	1
RAG1	Severe combined immunodeficiency	1
RAG1	Failure to thrive secondary to recurrent infections	1
RAG1	Pneumonia	1
RAG1	Severe T lymphocytopenia	1
RAG1	Failure to thrive	1
RAG2	B lymphocytopenia	1
RAG2	Panhypogammaglobulinemia	1
RAG2	Autosomal recessive inheritance	1
RAG2	Conjunctivitis	1
RAG2	Meningitis	1
RAG2	Diarrhea	1
RAG2	Arthritis	1
RAG2	Mastoiditis	1
RAG2	Otitis media	1
RAG2	Recurrent opportunistic infections	1
RAG2	Severe combined immunodeficiency	1
RAG2	Failure to thrive secondary to recurrent infections	1
RAG2	Pneumonia	1
RAG2	Severe T lymphocytopenia	1
RAG2	Failure to thrive	1
FOXL2	Autosomal dominant inheritance	1
FOXL2	Premature ovarian failure	1
C1S	Hepatitis	1
C1S	Systemic lupus erythematosus	1
C1S	Hashimoto thyroiditis	1
C1S	Abnormality of complement system	1
PTHLH	Oligodontia	1
PTHLH	Autosomal dominant inheritance	1
PTHLH	Brachydactyly syndrome	1
PTHLH	Short stature	1
PTHLH	Delayed eruption of teeth	1
PTHLH	Short metatarsal	1
PTHLH	Short metacarpal	1
IL12B	Immunodeficiency	1
CCDC22	Low-set, posteriorly rotated ears	1
CCDC22	Optic atrophy	1
CCDC22	Aplasia/Hypoplasia of the cerebellum	1
CCDC22	Abnormality of the pulmonary artery	1
CCDC22	Short nose	1
CCDC22	Glaucoma	1
CCDC22	Complete atrioventricular canal defect	1
CCDC22	Kyphosis	1
CCDC22	Urogenital fistula	1
CCDC22	Macrocephaly	1
CCDC22	Abnormality of the mitral valve	1
CCDC22	Neurological speech impairment	1
CCDC22	Iris coloboma	1
CCDC22	Hand polydactyly	1
CCDC22	Preauricular skin tag	1
CCDC22	Recurrent respiratory infections	1
CCDC22	Abnormality of neuronal migration	1
CCDC22	Micrognathia	1
CCDC22	Depressed nasal bridge	1
CCDC22	Single umbilical artery	1
CCDC22	Cognitive impairment	1
CCDC22	Short stature	1
CCDC22	Downslanted palpebral fissures	1
CCDC22	Muscular hypotonia	1
CCDC22	Intestinal malrotation	1
CCDC22	Wide nasal bridge	1
CCDC22	Vertebral segmentation defect	1
CCDC22	Abnormality of the hip bone	1
CCDC22	Abnormality of the fontanelles or cranial sutures	1
CCDC22	Displacement of the external urethral meatus	1
CCDC22	Short neck	1
CCDC22	Tetralogy of Fallot	1
CCDC22	Frontal bossing	1
CCDC22	Atria septal defect	1
CCDC22	Dandy-Walker malformation	1
CCDC22	Hypertelorism	1
CCDC22	Abnormality of the upper urinary tract	1
CCDC22	Hypoplasia of penis	1
CCDC22	Brachydactyly syndrome	1
CCDC22	Prominent occiput	1
CCDC22	Hydrocephalus	1
CCDC22	Ventricular septal defect	1
CCDC22	Abnormality of the aorta	1
CCDC22	Finger syndactyly	1
CCDC22	Ectopic anus	1
CCDC22	Primary adrenal insufficiency	1
CCDC22	Abnormality of the ribs	1
CCDC22	Aplasia/Hypoplasia of the nipples	1
CCDC22	Cleft palate	1
CCDC22	Abnormality of the fingernails	1
CCDC22	Scoliosis	1
CCDC22	Hernia of the abdominal wall	1
CCDC22	Hypoplastic left heart	1
CCDC22	Abnormality of the tricuspid valve	1
CCDC22	Chorioretinal coloboma	1
KIAA0196	Low-set, posteriorly rotated ears	1
KIAA0196	Optic atrophy	1
KIAA0196	Aplasia/Hypoplasia of the cerebellum	1
KIAA0196	Abnormality of the pulmonary artery	1
KIAA0196	Short nose	1
KIAA0196	Glaucoma	1
KIAA0196	Complete atrioventricular canal defect	1
KIAA0196	Kyphosis	1
KIAA0196	Urogenital fistula	1
KIAA0196	Macrocephaly	1
KIAA0196	Abnormality of the mitral valve	1
KIAA0196	Neurological speech impairment	1
KIAA0196	Iris coloboma	1
KIAA0196	Hand polydactyly	1
KIAA0196	Preauricular skin tag	1
KIAA0196	Recurrent respiratory infections	1
KIAA0196	Abnormality of neuronal migration	1
KIAA0196	Micrognathia	1
KIAA0196	Depressed nasal bridge	1
KIAA0196	Single umbilical artery	1
KIAA0196	Cognitive impairment	1
KIAA0196	Short stature	1
KIAA0196	Downslanted palpebral fissures	1
KIAA0196	Muscular hypotonia	1
KIAA0196	Intestinal malrotation	1
KIAA0196	Wide nasal bridge	1
KIAA0196	Vertebral segmentation defect	1
KIAA0196	Abnormality of the hip bone	1
KIAA0196	Abnormality of the fontanelles or cranial sutures	1
KIAA0196	Displacement of the external urethral meatus	1
KIAA0196	Short neck	1
KIAA0196	Tetralogy of Fallot	1
KIAA0196	Frontal bossing	1
KIAA0196	Atria septal defect	1
KIAA0196	Dandy-Walker malformation	1
KIAA0196	Hypertelorism	1
KIAA0196	Abnormality of the upper urinary tract	1
KIAA0196	Hypoplasia of penis	1
KIAA0196	Brachydactyly syndrome	1
KIAA0196	Prominent occiput	1
KIAA0196	Hydrocephalus	1
KIAA0196	Ventricular septal defect	1
KIAA0196	Abnormality of the aorta	1
KIAA0196	Finger syndactyly	1
KIAA0196	Ectopic anus	1
KIAA0196	Primary adrenal insufficiency	1
KIAA0196	Abnormality of the ribs	1
KIAA0196	Aplasia/Hypoplasia of the nipples	1
KIAA0196	Cleft palate	1
KIAA0196	Abnormality of the fingernails	1
KIAA0196	Scoliosis	1
KIAA0196	Hernia of the abdominal wall	1
KIAA0196	Hypoplastic left heart	1
KIAA0196	Abnormality of the tricuspid valve	1
KIAA0196	Chorioretinal coloboma	1
SLURP1	Autosomal recessive inheritance	1
SLURP1	Congenital symmetrical palmoplantar keratosis	1
SLURP1	Infantile onset	1
SLURP1	Palmoplantar keratoderma	1
SLURP1	Hyperhidrosis	1
SLURP1	Skin ulcer	1
SLURP1	Erythema	1
SLURP1	Abnormality of the mouth	1
SLURP1	Brachydactyly syndrome	1
SLURP1	Finger syndactyly	1
SLURP1	Hypertrichosis	1
SLURP1	Fragile nails	1
SLURP1	Osteolysis	1
SLURP1	Ichthyosis	1
SLURP1	Lichenification	1
SLURP1	Abnormality of the palate	1
FLVCR1	Autosomal recessive inheritance	1
FLVCR1	Slow progression	1
FLVCR1	Impaired vibration sensation in the lower limbs	1
FLVCR1	Broad-based gait	1
FLVCR1	Urinary incontinence	1
FLVCR1	Intellectual disability	1
FLVCR1	Scoliosis	1
FLVCR1	Joint contracture of the hand	1
FLVCR1	Undetectable electroretinogram	1
FLVCR1	Scotoma	1
FLVCR1	Positive Romberg sign	1
FLVCR1	Camptodactyly	1
FLVCR1	Achalasia	1
FLVCR1	Bone spicule pigmentation of the retina	1
FLVCR1	Sensory ataxia	1
FLVCR1	Blindness	1
FLVCR1	Areflexia	1
FLVCR1	Recurrent urinary tract infections	1
FLVCR1	Rod-cone dystrophy	1
FLVCR1	Distal muscle weakness	1
FLVCR1	Skeletal muscle atrophy	1
FLVCR1	Decreased sensory nerve conduction velocity	1
FLVCR1	Optic atrophy	1
FLVCR1	Childhood onset	1
PDE6H	Autosomal dominant inheritance	1
PDE6H	Nystagmus	1
PDE6H	Reduced visual acuity	1
PDE6H	Cone/cone-rod dystrophy	1
PDE6H	Nyctalopia	1
PDE6H	Autosomal recessive inheritance	1
PDE6H	Progressive cone degeneration	1
PDE6H	Photophobia	1
PDE6H	Dyschromatopsia	1
MPDZ	Cortical gyral simplification	1
MPDZ	Autosomal recessive inheritance	1
MPDZ	Seizures	1
MPDZ	Communicating hydrocephalus	1
MPDZ	Macrocephaly	1
MPDZ	Intellectual disability	1
MPDZ	Congenital onset	1
POF1B	Premature ovarian failure	1
POF1B	Primary amenorrhea	1
POF1B	Tall stature	1
POF1B	Abnormality of the teeth	1
POF1B	Osteoporosis	1
SLC4A1	Failure to thrive	1
SLC4A1	Nephrocalcinosis	1
SLC4A1	Autosomal recessive inheritance	1
SLC4A1	Distal renal tubular acidosis	1
SLC4A1	Metabolic acidosis	1
SLC4A1	Rickets	1
TUBB2A	Muscular hypotonia	1
TUBB2A	Seizures	1
TUBB2A	Cortical gyral simplification	1
TUBB2A	Ventriculomegaly	1
TUBB2A	Cortical dysplasia	1
TUBB2A	Hypoplasia of the brainstem	1
TUBB2A	Hypsarrhythmia	1
TUBB2A	Hypoplasia of the corpus callosum	1
TUBB2A	Global developmental delay	1
SPG21	Peripheral neuropathy	1
SPG21	Babinski sign	1
SPG21	Akinetic mutism	1
SPG21	Onset	1
SPG21	Dysarthria	1
SPG21	Spastic paraparesis	1
SPG21	Lower limb muscle weakness	1
SPG21	Motor delay	1
SPG21	Apraxia	1
SPG21	Hyperreflexia	1
SPG21	Dysphagia	1
SPG21	Spastic paraplegia	1
SPG21	Abnormality of the cerebellum	1
SPG21	Primitive reflexes (palmomental, snout, glabellar)	1
SPG21	Dementia	1
SPG21	Autosomal recessive inheritance	1
SPG21	Gait disturbance	1
HPS3	Visual impairment	1
HPS3	Nystagmus	1
HPS3	Abnormal bleeding	1
HPS3	Autosomal recessive inheritance	1
HPS3	Abnormal platelet granules	1
EDAR	Hypotrichosis	1
EDAR	Heat intolerance	1
EDAR	Slow-growing hair	1
EDAR	Heterogeneous	1
EDAR	Sparse eyelashes	1
EDAR	Microdontia	1
EDAR	Sparse eyebrow	1
EDAR	Autosomal dominant inheritance	1
EDAR	Hypodontia	1
EDAR	Dry skin	1
EDAR	Anodontia	1
EDAR	Ectodermal dysplasia	1
EDAR	Hypohidrosis	1
EDAR	Nail dysplasia	1
EDAR	Fine hair	1
GDAP1	Distal amyotrophy	1
GDAP1	Pes cavus	1
GDAP1	Distal muscle weakness	1
GDAP1	Onion bulb formation	1
GDAP1	Decreased number of peripheral myelinated nerve fibers	1
GDAP1	Split hand	1
GDAP1	Axonal degeneration/regeneration	1
GDAP1	Autosomal recessive inheritance	1
GDAP1	Flexion contracture	1
GDAP1	Decreased motor nerve conduction velocity	1
GDAP1	Spinal deformities	1
GDAP1	Areflexia	1
GDAP1	Neonatal onset	1
GDAP1	Vocal cord paresis	1
GDAP1	Distal sensory impairment	1
CDK5	Full cheeks	1
CDK5	Global developmental delay	1
CDK5	Agenesis of corpus callosum	1
CDK5	Areflexia	1
CDK5	Lissencephaly	1
CDK5	Microcephaly	1
CDK5	Hand clenching	1
CDK5	Arthrogryposis multiplex congenita	1
CDK5	Cerebellar hypoplasia	1
CDK5	Short neck	1
CDK5	Lymphedema	1
CDK5	Micrognathia	1
CDK5	Hirsutism	1
PDE11A	Osteoporosis	1
PDE11A	Pigmented micronodular adrenocortical disease	1
PDE11A	Kyphosis	1
PDE11A	Onset	1
PDE11A	Truncal obesity	1
PDE11A	Depression	1
PDE11A	Osteopenia	1
PDE11A	Round face	1
PDE11A	Striae distensae	1
PDE11A	Mood changes	1
PDE11A	Autosomal dominant inheritance	1
PDE11A	Primary hypercorticolism	1
PDE11A	Bruising susceptibility	1
PDE11A	Thin skin	1
PDE11A	Paradoxical increased cortisol secretion on dexamethasone suppression test	1
PDE11A	Psychosis	1
PDE11A	Anxiety	1
PDE11A	Decreased circulating ACTH level	1
PDE11A	Hypertension	1
PDE11A	Agitation	1
PDE11A	Mental deterioration	1
PDE11A	Increased circulating cortisol level	1
FXYD2	Seizures	1
FXYD2	Renal magnesium wasting	1
FXYD2	Autosomal dominant inheritance	1
FXYD2	Hypomagnesemia	1
TAP1	Emphysema	1
TAP1	Chronic sinusitis	1
TAP1	Bronchiectasis	1
TAP1	Chronic otitis media	1
TAP1	Recurrent bronchitis	1
TAP1	Ectopia lentis	1
TAP1	Skin ulcer	1
TAP1	Nasal polyposis	1
TAP1	Autosomal recessive inheritance	1
TAP1	Bronchiolitis	1
TAP2	Emphysema	1
TAP2	Chronic sinusitis	1
TAP2	Bronchiectasis	1
TAP2	Chronic otitis media	1
TAP2	Recurrent bronchitis	1
TAP2	Ectopia lentis	1
TAP2	Skin ulcer	1
TAP2	Nasal polyposis	1
TAP2	Autosomal recessive inheritance	1
TAP2	Bronchiolitis	1
TAPBP	Emphysema	1
TAPBP	Chronic sinusitis	1
TAPBP	Bronchiectasis	1
TAPBP	Chronic otitis media	1
TAPBP	Recurrent bronchitis	1
TAPBP	Ectopia lentis	1
TAPBP	Skin ulcer	1
TAPBP	Nasal polyposis	1
TAPBP	Autosomal recessive inheritance	1
TAPBP	Bronchiolitis	1
KIF1A	Hyporeflexia	1
KIF1A	Peripheral neuropathy	1
KIF1A	Progressive	1
KIF1A	Areflexia	1
KIF1A	Autosomal recessive inheritance	1
KIF1A	Global developmental delay	1
KIF1A	Short stature	1
KRT5	Autosomal dominant inheritance	1
KRT5	Progressive reticulate hyperpigmentation	1
B3GAT3	Aortic root dilatation	1
B3GAT3	Narrow chest	1
B3GAT3	Amblyopia	1
B3GAT3	Inguinal hernia	1
B3GAT3	Hyperextensible skin	1
B3GAT3	Genu valgum	1
B3GAT3	Prominent antitragus	1
B3GAT3	Multiple joint dislocation	1
B3GAT3	Congenital diaphragmatic hernia	1
B3GAT3	Left ventricular hypertrophy	1
B3GAT3	Generalized hypotonia	1
B3GAT3	Ligamentous laxity	1
B3GAT3	Metacarpophalangeal joint hyperextensibility	1
B3GAT3	Low posterior hairline	1
B3GAT3	Frontal bossing	1
B3GAT3	Joint laxity	1
B3GAT3	Short neck	1
B3GAT3	Cutis laxa	1
B3GAT3	Cleft palate	1
B3GAT3	Prominent forehead	1
B3GAT3	Pectus carinatum	1
B3GAT3	Enlarged metaphyses	1
B3GAT3	Motor delay	1
B3GAT3	Scoliosis	1
B3GAT3	Spatulate thumbs	1
B3GAT3	Hydrocephalus	1
B3GAT3	Esotropia	1
B3GAT3	Hypermetropia	1
B3GAT3	Generalized osteoporosis	1
B3GAT3	Depressed nasal bridge	1
B3GAT3	Flat face	1
B3GAT3	Small face	1
B3GAT3	Mitral valve prolapse	1
B3GAT3	Thick eyebrow	1
B3GAT3	Low-set ears	1
B3GAT3	Downslanted palpebral fissures	1
B3GAT3	Large eyes	1
B3GAT3	Webbed neck	1
B3GAT3	Elbow flexion contracture	1
B3GAT3	Talipes equinovarus	1
B3GAT3	Talipes equinovalgus	1
B3GAT3	Congenital glaucoma	1
B3GAT3	Short stature	1
B3GAT3	Microtia	1
B3GAT3	Radioulnar synostosis	1
B3GAT3	Brachycephaly	1
B3GAT3	Bilateral elbow dislocations	1
B3GAT3	Knee dislocation	1
B3GAT3	Autosomal recessive inheritance	1
B3GAT3	Microdontia	1
B3GAT3	Hip dislocation	1
B3GAT3	Osteopenia	1
B3GAT3	Shoulder dislocation	1
B3GAT3	Cardiomegaly	1
B3GAT3	Blue sclerae	1
B3GAT3	Sandal gap	1
B3GAT3	Delayed skeletal maturation	1
B3GAT3	Accelerated skeletal maturation	1
B3GAT3	Microretrognathia	1
B3GAT3	Broad distal phalanges of all fingers	1
B3GAT3	Bicuspid aortic valve	1
B3GAT3	Patent foramen ovale	1
B3GAT3	Narrow mouth	1
B3GAT3	Hypertelorism	1
B3GAT3	Metatarsus adductus	1
B3GAT3	Pes planus	1
TSEN2	Seizures	1
TSEN2	Sloping forehead	1
TSEN2	Ventriculomegaly	1
TSEN2	Autosomal recessive inheritance	1
TSEN2	Cortical gyral simplification	1
TSEN2	Hypoplasia of the brainstem	1
TSEN2	Cerebral atrophy	1
TSEN2	Extrapyramidal dyskinesia	1
TSEN2	Babinski sign	1
TSEN2	Microcephaly	1
TSEN2	Chorea	1
TSEN2	Opisthotonus	1
TSEN2	Muscular hypotonia of the trunk	1
TSEN2	Hypoplasia of the corpus callosum	1
TSEN2	Clonus	1
TSEN2	Limb hypertonia	1
TSEN2	Dystonia	1
TSEN2	Cerebellar hypoplasia	1
TSEN2	Feeding difficulties	1
DNM2	Skeletal muscle hypertrophy	1
DNM2	Flexion contracture	1
DNM2	Areflexia	1
DNM2	Proximal muscle weakness	1
DNM2	Facial palsy	1
DNM2	Centrally nucleated skeletal muscle fibers	1
DNM2	External ophthalmoplegia	1
DNM2	Motor delay	1
DNM2	Easy fatigability	1
DNM2	Ptosis	1
DNM2	Slow progression	1
DNM2	Autosomal dominant inheritance	1
DNM2	Sleepy facial expression	1
PACS1	Long eyelashes	1
PACS1	Single umbilical artery	1
PACS1	Smooth philtrum	1
PACS1	Synophrys	1
PACS1	Pes planus	1
PACS1	Wide intermamillary distance	1
PACS1	Bulbous nose	1
PACS1	Low anterior hairline	1
PACS1	Volvulus	1
PACS1	Low-set ears	1
PACS1	Downslanted palpebral fissures	1
PACS1	Macrotia	1
PACS1	Global developmental delay	1
PACS1	Speech apraxia	1
PACS1	Autosomal dominant inheritance	1
PACS1	Highly arched eyebrow	1
PACS1	Cavum septum pellucidum	1
PACS1	Cryptorchidism	1
PACS1	Hypertelorism	1
PACS1	Intellectual disability	1
PACS1	Seizures	1
GBE1	Abnormal upper motor neuron morphology	1
GBE1	Abnormality of the cerebral white matter	1
GBE1	Abnormal pyramidal signs	1
GBE1	Abnormality of metabolism/homeostasis	1
GBE1	Gait disturbance	1
GBE1	Hypertonia	1
GBE1	Abnormal renal physiology	1
GBE1	Abnormality of extrapyramidal motor function	1
GBE1	Hemiplegia/hemiparesis	1
GBE1	Developmental regression	1
GBE1	Peripheral neuropathy	1
GBE1	Distal sensory impairment	1
GBE1	Skin ulcer	1
GBE1	Paresthesia	1
GBE1	Adult onset	1
GBE1	Limitation of joint mobility	1
GBE1	Cognitive impairment	1
GBE1	Neurogenic bladder	1
GBE1	Tetraparesis	1
GBE1	Incoordination	1
GBE1	Autosomal recessive inheritance	1
GBE1	Slow progression	1
GBE1	Behavioral abnormality	1
GBE1	EMG abnormality	1
GBE1	Muscle weakness	1
GBE1	Erectile abnormalities	1
PEX2	Intrauterine growth retardation	1
PEX2	Camptodactyly	1
PEX2	Large fontanelles	1
PEX2	Flat face	1
PEX2	Clitoromegaly	1
PEX2	Feeding difficulties in infancy	1
PEX2	Renal cortical microcysts	1
PEX2	Pigmentary retinopathy	1
PEX2	Intellectual disability	1
PEX2	Low-set ears	1
PEX2	Cataract	1
PEX2	Epicanthus	1
PEX2	Intrahepatic biliary dysgenesis	1
PEX2	Hypertelorism	1
PEX2	Metatarsus adductus	1
PEX2	Seizures	1
PEX2	Hepatosplenomegaly	1
PEX2	Stippled chondral calcification	1
PEX2	Polymicrogyria	1
PEX2	Macrogyria	1
PEX2	Abnormality of the helix	1
PEX2	Poor suck	1
PEX2	Epiphyseal stippling	1
PEX2	High forehead	1
PEX2	Talipes equinovarus	1
PEX2	Brushfield spots	1
PEX2	Areflexia	1
PEX2	Renal cyst	1
PEX2	Micrognathia	1
PEX2	Opacification of the corneal stroma	1
PEX2	Generalized neonatal hypotonia	1
PEX2	Palpebral edema	1
PEX2	Round face	1
PEX2	Single transverse palmar crease	1
PEX2	Cleft palate	1
PEX2	Jaundice	1
PEX2	Hepatomegaly	1
PEX2	Optic nerve dysplasia	1
PEX2	Abnormality of cardiovascular system morphology	1
PEX2	Splenomegaly	1
PEX2	Global developmental delay	1
PEX2	Failure to thrive	1
PEX2	Cubitus valgus	1
PEX2	Autosomal recessive inheritance	1
PEX2	Cryptorchidism	1
CYCS	Autosomal dominant inheritance	1
CYCS	Thrombocytopenia	1
ZIC3	Proximal placement of thumb	1
ZIC3	Anal atresia	1
ZIC3	Hydronephrosis	1
ZIC3	Absent radius	1
ZIC3	Tracheoesophageal fistula	1
ZIC3	Abnormality of cardiovascular system morphology	1
ZIC3	Hydrocephalus	1
ZIC3	Hand polydactyly	1
ZIC3	Abnormality of the vertebrae	1
ZIC3	Short humerus	1
ZIC3	Urethral atresia	1
COL2A1	Autosomal dominant inheritance	1
COL2A1	Avascular necrosis of the capital femoral epiphysis	1
HBZ	Abnormal hemoglobin	1
HBZ	Autosomal dominant inheritance	1
HBZ	Stillbirth	1
NR5A1	Microcephaly	1
NR5A1	Polycystic ovaries	1
NR5A1	Secondary amenorrhea	1
NR5A1	Abnormality of metabolism/homeostasis	1
NR5A1	Incoordination	1
NR5A1	Short stature	1
NR5A1	Arachnodactyly	1
NR5A1	Hearing impairment	1
NR5A1	Pulmonary fibrosis	1
NR5A1	Primary amenorrhea	1
NR5A1	Decreased fertility	1
NR5A1	Reduced bone mineral density	1
PSMC3IP	Microcephaly	1
PSMC3IP	Polycystic ovaries	1
PSMC3IP	Secondary amenorrhea	1
PSMC3IP	Abnormality of metabolism/homeostasis	1
PSMC3IP	Incoordination	1
PSMC3IP	Short stature	1
PSMC3IP	Arachnodactyly	1
PSMC3IP	Hearing impairment	1
PSMC3IP	Pulmonary fibrosis	1
PSMC3IP	Primary amenorrhea	1
PSMC3IP	Decreased fertility	1
PSMC3IP	Reduced bone mineral density	1
BMP15	Microcephaly	1
BMP15	Polycystic ovaries	1
BMP15	Secondary amenorrhea	1
BMP15	Abnormality of metabolism/homeostasis	1
BMP15	Incoordination	1
BMP15	Short stature	1
