Category,Condition,Alias,Relative Link,OtherAliases
Kidneys and urinary system,partial monosomy 4p,wolf-hirschhorn syndrome,/condition/wolf-hirschhorn-syndrome,"['4p deletion syndrome', '4p- syndrome', 'chromosome 4p deletion syndrome', 'chromosome 4p monosomy', 'del(4p) syndrome', 'monosomy 4p', 'partial monosomy 4p', 'WHS']"
Kidneys and urinary system,pentosuria,essential pentosuria,/condition/essential-pentosuria,"['essential benign pentosuria', 'L-xylulose reductase deficiency', 'L-xylulosuria', 'pentosuria', 'xylitol dehydrogenase deficiency']"
Kidneys and urinary system,peroxisomal alanine:glyoxylate aminotransferase deficiency,primary hyperoxaluria,/condition/primary-hyperoxaluria,"['congenital oxaluria', 'D-glycerate dehydrogenase deficiency', 'glyceric aciduria', 'glycolic aciduria', 'hepatic AGT deficiency', 'hyperoxaluria, primary', 'oxalosis', 'oxaluria, primary', 'peroxisomal alanine:glyoxylate aminotransferase deficiency', 'primary oxalosis', 'primary oxaluria']"
Kidneys and urinary system,pha1,pseudohypoaldosteronism type 1,/condition/pseudohypoaldosteronism-type-1,"['PHA1', 'pseudohypoaldosteronism type I']"
Kidneys and urinary system,"phosphatidylinositol-4,5-bisphosphate-5-phosphatase deficiency",lowe syndrome,/condition/lowe-syndrome,"['cerebrooculorenal syndrome', 'Lowe oculocerebrorenal syndrome', 'oculocerebrorenal syndrome', 'oculocerebrorenal syndrome of Lowe', 'phosphatidylinositol-4,5-bisphosphate-5-phosphatase deficiency']"
Kidneys and urinary system,phosphoribosylpyrophosphate synthetase superactivity,,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,pituitary diabetes insipidus,neurohypophyseal diabetes insipidus,/condition/neurohypophyseal-diabetes-insipidus,"['central diabetes insipidus', 'diabetes insipidus, central', 'diabetes insipidus, neurogenic', 'diabetes insipidus, neurohypophyseal', 'diabetes insipidus, pituitary', 'diabetes insipidus secondary to vasopressin deficiency', 'pituitary diabetes insipidus', 'vasopressin defective diabetes insipidus', 'vasopressin deficiency']"
Kidneys and urinary system,pkd,polycystic kidney disease,/condition/polycystic-kidney-disease,"['PKD', 'polycystic renal disease']"
Kidneys and urinary system,polycystic kidney disease,,/condition/polycystic-kidney-disease,"['PKD', 'polycystic renal disease']"
Kidneys and urinary system,"polycystic kidneys, medullary type",medullary cystic kidney disease type 1,/condition/medullary-cystic-kidney-disease-type-1,"['autosomal dominant interstitial kidney disease', 'autosomal dominant medullary cystic kidney disease', 'polycystic kidneys, medullary type']"
Kidneys and urinary system,por deficiency,cytochrome p450 oxidoreductase deficiency,/condition/cytochrome-p450-oxidoreductase-deficiency,"['Antley-Bixler syndrome', 'Antley-Bixler syndrome-like phenotype with disordered steroidogenesis', 'Antley-Bixler syndrome with disordered steroidogenesis', 'combined partial deficiency of 17-hydroxylase and 21-hydroxylase', 'congenital adrenal hyperplasia due to apparent combined p450c17 and p450c21 deficiency', 'PORD', 'POR deficiency']"
Kidneys and urinary system,pord,cytochrome p450 oxidoreductase deficiency,/condition/cytochrome-p450-oxidoreductase-deficiency,"['Antley-Bixler syndrome', 'Antley-Bixler syndrome-like phenotype with disordered steroidogenesis', 'Antley-Bixler syndrome with disordered steroidogenesis', 'combined partial deficiency of 17-hydroxylase and 21-hydroxylase', 'congenital adrenal hyperplasia due to apparent combined p450c17 and p450c21 deficiency', 'PORD', 'POR deficiency']"
Kidneys and urinary system,pre-eclampsia,preeclampsia,/condition/preeclampsia,"['gestational proteinuric hypertension', 'pre-eclampsia', 'pregnancy-induced hypertension', 'toxemia of pregnancy']"
Kidneys and urinary system,preeclampsia,,/condition/preeclampsia,"['gestational proteinuric hypertension', 'pre-eclampsia', 'pregnancy-induced hypertension', 'toxemia of pregnancy']"
Kidneys and urinary system,pregnancy-induced hypertension,preeclampsia,/condition/preeclampsia,"['gestational proteinuric hypertension', 'pre-eclampsia', 'pregnancy-induced hypertension', 'toxemia of pregnancy']"
Kidneys and urinary system,primary hyperoxaluria,,/condition/primary-hyperoxaluria,"['congenital oxaluria', 'D-glycerate dehydrogenase deficiency', 'glyceric aciduria', 'glycolic aciduria', 'hepatic AGT deficiency', 'hyperoxaluria, primary', 'oxalosis', 'oxaluria, primary', 'peroxisomal alanine:glyoxylate aminotransferase deficiency', 'primary oxalosis', 'primary oxaluria']"
Kidneys and urinary system,primary hyperuricemia syndrome,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,primitive renal tubule syndrome,renal tubular dysgenesis,/condition/renal-tubular-dysgenesis,"['Allanson Pantzar McLeod syndrome', 'primitive renal tubule syndrome']"
Kidneys and urinary system,prpp synthetase overactivity,phosphoribosylpyrophosphate synthetase superactivity,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,prpp synthetase superactivity,phosphoribosylpyrophosphate synthetase superactivity,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,prps1 superactivity,phosphoribosylpyrophosphate synthetase superactivity,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,prs overactivity,phosphoribosylpyrophosphate synthetase superactivity,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,prs superactivity,phosphoribosylpyrophosphate synthetase superactivity,/condition/phosphoribosylpyrophosphate-synthetase-superactivity,"['gout, PRPS-related', 'PRPP synthetase overactivity', 'PRPP synthetase superactivity', 'PRPS1 superactivity', 'PRS overactivity']"
Kidneys and urinary system,pseudoaldosteronism,liddle syndrome,/condition/liddle-syndrome,"['pseudoaldosteronism', 'pseudoprimary hyperaldosteronism']"
Kidneys and urinary system,pseudohypoaldosteronism type 1,,/condition/pseudohypoaldosteronism-type-1,"['PHA1', 'pseudohypoaldosteronism type I']"
Kidneys and urinary system,pseudohypoaldosteronism type 2,,/condition/pseudohypoaldosteronism-type-2,"['familial hyperpotassemia and hypertension', 'familial hypertensive hyperkalemia', 'Gordon hyperkalemia-hypertension syndrome', 'pseudohypoaldosteronism type II']"
Kidneys and urinary system,pseudoprimary hyperaldosteronism,liddle syndrome,/condition/liddle-syndrome,"['pseudoaldosteronism', 'pseudoprimary hyperaldosteronism']"
Kidneys and urinary system,rcs,renal coloboma syndrome,/condition/renal-coloboma-syndrome,"['coloboma of optic nerve with renal disease', 'coloboma-ureteral-renal syndrome', 'ONCR', 'optic coloboma, vesicoureteral reflux, and renal anomalies', 'optic nerve coloboma renal syndrome', 'papillorenal syndrome', 'RCS', 'renal-coloboma syndrome']"
Kidneys and urinary system,recurrent polyserositis,familial mediterranean fever,/condition/familial-mediterranean-fever,"['benign paroxysmal peritonitis', 'familial paroxysmal polyserositis', 'FMF', 'MEF', 'recurrent polyserositis', 'Reimann periodic disease', 'Siegal-Cattan-Mamou disease', 'Wolff periodic disease']"
Kidneys and urinary system,reimann periodic disease,familial mediterranean fever,/condition/familial-mediterranean-fever,"['benign paroxysmal peritonitis', 'familial paroxysmal polyserositis', 'FMF', 'MEF', 'recurrent polyserositis', 'Reimann periodic disease', 'Siegal-Cattan-Mamou disease', 'Wolff periodic disease']"
Kidneys and urinary system,ren-related kidney disease,,/condition/ren-related-kidney-disease,['Familial juvenile hyperuricemic nephropathy 2']
Kidneys and urinary system,renal coloboma syndrome,,/condition/renal-coloboma-syndrome,"['coloboma of optic nerve with renal disease', 'coloboma-ureteral-renal syndrome', 'ONCR', 'optic coloboma, vesicoureteral reflux, and renal anomalies', 'optic nerve coloboma renal syndrome', 'papillorenal syndrome', 'RCS', 'renal-coloboma syndrome']"
Kidneys and urinary system,renal dysplasia and retinal aplasia,senior-løken syndrome,/condition/senior-loken-syndrome,"['Loken-Senior syndrome', 'renal dysplasia and retinal aplasia', 'renal-retinal syndrome', 'Senior-Loken syndrome']"
Kidneys and urinary system,"renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia",mainzer-saldino syndrome,/condition/mainzer-saldino-syndrome,"['conorenal dysplasia', 'conorenal syndrome', 'Mainzer-Saldino chondrodysplasia', 'Mainzer-Saldino disease', 'MZSDS', 'renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia', 'Saldino-Mainzer dysplasia', 'Saldino-Mainzer syndrome', 'short-rib thoracic dysplasia 9', 'SRTD9']"
Kidneys and urinary system,renal hypouricemia,,/condition/renal-hypouricemia,"['familial renal hypouricaemia', 'familial renal hypouricemia', 'hereditary renal hypouricemia', 'RHUC']"
Kidneys and urinary system,renal-retinal syndrome,senior-løken syndrome,/condition/senior-loken-syndrome,"['Loken-Senior syndrome', 'renal dysplasia and retinal aplasia', 'renal-retinal syndrome', 'Senior-Loken syndrome']"
Kidneys and urinary system,renal tubular acidosis type i,slc4a1-associated distal renal tubular acidosis,/condition/slc4a1-associated-distal-renal-tubular-acidosis,"['classic distal renal tubular acidosis', 'renal tubular acidosis type I', 'RTA, classic type']"
Kidneys and urinary system,renal tubular acidosis with deafness,,/condition/renal-tubular-acidosis-with-deafness,"['AR dRTA with deafness', 'AR dRTA with hearing loss', 'autosomal recessive distal renal tubular acidosis with deafness', 'renal tubular acidosis, autosomal recessive, with progressive nerve deafness', 'renal tubular acidosis, distal, with progressive nerve deafness', 'renal tubular acidosis type 1b', 'renal tubular acidosis with progressive nerve deafness', 'RTA with progressive nerve deafness']"
Kidneys and urinary system,renal tubular dysgenesis,,/condition/renal-tubular-dysgenesis,"['Allanson Pantzar McLeod syndrome', 'primitive renal tubule syndrome']"
Kidneys and urinary system,retroperitoneal fibrosis,,/condition/retroperitoneal-fibrosis,"['Ormond disease', ""Ormond's disease""]"
Kidneys and urinary system,rhuc,renal hypouricemia,/condition/renal-hypouricemia,"['familial renal hypouricaemia', 'familial renal hypouricemia', 'hereditary renal hypouricemia', 'RHUC']"
Kidneys and urinary system,robinow syndrome,,/condition/robinow-syndrome,"['acral dysostosis with facial and genital abnormalities', 'fetal face syndrome', 'mesomelic dwarfism-small genitalia syndrome', 'Robinow dwarfism', 'Robinow-Silverman-Smith syndrome', 'Robinow-Silverman syndrome', ""Robinow's syndrome""]"
Kidneys and urinary system,rsts,rubinstein-taybi syndrome,/condition/rubinstein-taybi-syndrome,"['Broad Thumb-Hallux Syndrome', 'RSTS', 'RTS']"
Kidneys and urinary system,"rta, classic type",slc4a1-associated distal renal tubular acidosis,/condition/slc4a1-associated-distal-renal-tubular-acidosis,"['classic distal renal tubular acidosis', 'renal tubular acidosis type I', 'RTA, classic type']"
Kidneys and urinary system,rta with progressive nerve deafness,renal tubular acidosis with deafness,/condition/renal-tubular-acidosis-with-deafness,"['AR dRTA with deafness', 'AR dRTA with hearing loss', 'autosomal recessive distal renal tubular acidosis with deafness', 'renal tubular acidosis, autosomal recessive, with progressive nerve deafness', 'renal tubular acidosis, distal, with progressive nerve deafness', 'renal tubular acidosis type 1b', 'renal tubular acidosis with progressive nerve deafness', 'RTA with progressive nerve deafness']"
Kidneys and urinary system,rts,rubinstein-taybi syndrome,/condition/rubinstein-taybi-syndrome,"['Broad Thumb-Hallux Syndrome', 'RSTS', 'RTS']"
Kidneys and urinary system,rubinstein-taybi syndrome,,/condition/rubinstein-taybi-syndrome,"['Broad Thumb-Hallux Syndrome', 'RSTS', 'RTS']"
Kidneys and urinary system,sacral agenesis,caudal regression syndrome,/condition/caudal-regression-syndrome,"['caudal dysgenesis syndrome', 'caudal dysplasia sequence', 'caudal regression sequence', 'sacral agenesis', 'sacral defect with anterior meningocele']"
Kidneys and urinary system,sacral defect with anterior meningocele,caudal regression syndrome,/condition/caudal-regression-syndrome,"['caudal dysgenesis syndrome', 'caudal dysplasia sequence', 'caudal regression sequence', 'sacral agenesis', 'sacral defect with anterior meningocele']"
Kidneys and urinary system,saldino-mainzer dysplasia,mainzer-saldino syndrome,/condition/mainzer-saldino-syndrome,"['conorenal dysplasia', 'conorenal syndrome', 'Mainzer-Saldino chondrodysplasia', 'Mainzer-Saldino disease', 'MZSDS', 'renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia', 'Saldino-Mainzer dysplasia', 'Saldino-Mainzer syndrome', 'short-rib thoracic dysplasia 9', 'SRTD9']"
Kidneys and urinary system,saldino-mainzer syndrome,mainzer-saldino syndrome,/condition/mainzer-saldino-syndrome,"['conorenal dysplasia', 'conorenal syndrome', 'Mainzer-Saldino chondrodysplasia', 'Mainzer-Saldino disease', 'MZSDS', 'renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia', 'Saldino-Mainzer dysplasia', 'Saldino-Mainzer syndrome', 'short-rib thoracic dysplasia 9', 'SRTD9']"
Kidneys and urinary system,schimke immuno-osseous dysplasia,,/condition/schimke-immuno-osseous-dysplasia,"['immunoosseous dysplasia, Schimke type', 'Schimke immunoosseous dysplasia', 'SIOD']"
Kidneys and urinary system,schinzel-giedion syndrome,,/condition/schinzel-giedion-syndrome,"['Schinzel-Giedion midface retraction syndrome', 'Schinzel Giedion syndrome']"
Kidneys and urinary system,sclerosis tuberosa,tuberous sclerosis complex,/condition/tuberous-sclerosis-complex,"['Bourneville disease', 'Bourneville phakomatosis', 'cerebral sclerosis', 'epiloia', 'sclerosis tuberosa', 'tuberose sclerosis']"
Kidneys and urinary system,sdys,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome,"['DGSX', 'mental retardation-overgrowth syndrome', 'SDYS', 'SGBS', 'SGBS1', 'Simpson dysplasia syndrome', 'Simpson syndrome']"
Kidneys and urinary system,sedlackova syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome,"['22q11.2DS', 'autosomal dominant Opitz G/BBB syndrome', 'CATCH22', 'Cayler cardiofacial syndrome', 'conotruncal anomaly face syndrome (CTAF)', 'deletion 22q11.2 syndrome', 'DiGeorge syndrome', 'Sedlackova syndrome', 'Shprintzen syndrome', 'VCFS', 'velocardiofacial syndrome', 'velo-cardio-facial syndrome']"
Kidneys and urinary system,senior-løken syndrome,,/condition/senior-loken-syndrome,"['Loken-Senior syndrome', 'renal dysplasia and retinal aplasia', 'renal-retinal syndrome', 'Senior-Loken syndrome']"
Kidneys and urinary system,sensenbrenner syndrome,cranioectodermal dysplasia,/condition/cranioectodermal-dysplasia,"['CED', 'Sensenbrenner syndrome']"
Kidneys and urinary system,sgbs,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome,"['DGSX', 'mental retardation-overgrowth syndrome', 'SDYS', 'SGBS', 'SGBS1', 'Simpson dysplasia syndrome', 'Simpson syndrome']"
Kidneys and urinary system,short-rib thoracic dysplasia 9,mainzer-saldino syndrome,/condition/mainzer-saldino-syndrome,"['conorenal dysplasia', 'conorenal syndrome', 'Mainzer-Saldino chondrodysplasia', 'Mainzer-Saldino disease', 'MZSDS', 'renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia', 'Saldino-Mainzer dysplasia', 'Saldino-Mainzer syndrome', 'short-rib thoracic dysplasia 9', 'SRTD9']"
Kidneys and urinary system,"short stature, hyperextensibility, hernia, ocular depression, rieger anomaly, and teething delay",,/condition/short-stature-hyperextensibility-hernia-ocular-depression-rieger-anomaly-and-teething-delay,"['growth retardation-Rieger anomaly', 'lipodystrophy, partial, with Rieger anomaly and short stature', 'short stature-hyperextensibility-Rieger anomaly-teething delay']"
Kidneys and urinary system,shprintzen syndrome,22q11.2 deletion syndrome,/condition/22q112-deletion-syndrome,"['22q11.2DS', 'autosomal dominant Opitz G/BBB syndrome', 'CATCH22', 'Cayler cardiofacial syndrome', 'conotruncal anomaly face syndrome (CTAF)', 'deletion 22q11.2 syndrome', 'DiGeorge syndrome', 'Sedlackova syndrome', 'Shprintzen syndrome', 'VCFS', 'velocardiofacial syndrome', 'velo-cardio-facial syndrome']"
Kidneys and urinary system,siegal-cattan-mamou disease,familial mediterranean fever,/condition/familial-mediterranean-fever,"['benign paroxysmal peritonitis', 'familial paroxysmal polyserositis', 'FMF', 'MEF', 'recurrent polyserositis', 'Reimann periodic disease', 'Siegal-Cattan-Mamou disease', 'Wolff periodic disease']"
Kidneys and urinary system,simpson dysplasia syndrome,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome,"['DGSX', 'mental retardation-overgrowth syndrome', 'SDYS', 'SGBS', 'SGBS1', 'Simpson dysplasia syndrome', 'Simpson syndrome']"
Kidneys and urinary system,simpson-golabi-behmel syndrome,,/condition/simpson-golabi-behmel-syndrome,"['DGSX', 'mental retardation-overgrowth syndrome', 'SDYS', 'SGBS', 'SGBS1', 'Simpson dysplasia syndrome', 'Simpson syndrome']"
Kidneys and urinary system,simpson syndrome,simpson-golabi-behmel syndrome,/condition/simpson-golabi-behmel-syndrome,"['DGSX', 'mental retardation-overgrowth syndrome', 'SDYS', 'SGBS', 'SGBS1', 'Simpson dysplasia syndrome', 'Simpson syndrome']"
Kidneys and urinary system,siod,schimke immuno-osseous dysplasia,/condition/schimke-immuno-osseous-dysplasia,"['immunoosseous dysplasia, Schimke type', 'Schimke immunoosseous dysplasia', 'SIOD']"
Kidneys and urinary system,slc4a1-associated distal renal tubular acidosis,,/condition/slc4a1-associated-distal-renal-tubular-acidosis,"['classic distal renal tubular acidosis', 'renal tubular acidosis type I', 'RTA, classic type']"
Kidneys and urinary system,sotos syndrome,,/condition/sotos-syndrome,"['cerebral gigantism', 'Sotos sequence', ""Sotos' syndrome""]"
Kidneys and urinary system,srtd9,mainzer-saldino syndrome,/condition/mainzer-saldino-syndrome,"['conorenal dysplasia', 'conorenal syndrome', 'Mainzer-Saldino chondrodysplasia', 'Mainzer-Saldino disease', 'MZSDS', 'renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia', 'Saldino-Mainzer dysplasia', 'Saldino-Mainzer syndrome', 'short-rib thoracic dysplasia 9', 'SRTD9']"
Kidneys and urinary system,steroid 18-hydroxylase deficiency,corticosterone methyloxidase deficiency,/condition/corticosterone-methyloxidase-deficiency,"['18-hydroxylase deficiency', '18-oxidase deficiency', 'aldosterone deficiency', 'aldosterone deficiency due to deficiency of steroid 18-hydroxylase', 'aldosterone deficiency due to deficiency of steroid 18-oxidase', 'aldosterone synthase deficiency', 'CMO deficiency', 'congenital hypoaldosteronism', 'corticosterone 18-monooxygenase deficiency', 'corticosterone methyl oxidase deficiency', 'familial hyperreninemic hypoaldosteronism', 'steroid 18-hydroxylase deficiency', 'steroid 18-oxidase deficiency', 'Visser-Cost syndrome']"
Kidneys and urinary system,steroid 18-oxidase deficiency,corticosterone methyloxidase deficiency,/condition/corticosterone-methyloxidase-deficiency,"['18-hydroxylase deficiency', '18-oxidase deficiency', 'aldosterone deficiency', 'aldosterone deficiency due to deficiency of steroid 18-hydroxylase', 'aldosterone deficiency due to deficiency of steroid 18-oxidase', 'aldosterone synthase deficiency', 'CMO deficiency', 'congenital hypoaldosteronism', 'corticosterone 18-monooxygenase deficiency', 'corticosterone methyl oxidase deficiency', 'familial hyperreninemic hypoaldosteronism', 'steroid 18-hydroxylase deficiency', 'steroid 18-oxidase deficiency', 'Visser-Cost syndrome']"
Kidneys and urinary system,supernumerary der(22) syndrome,emanuel syndrome,/condition/emanuel-syndrome,"['Der(22) syndrome due to 3:1 meiotic disjunction events', 'supernumerary der(22) syndrome', 'supernumerary der(22)t(11;22) syndrome', 'supernumerary derivative 22 chromosome syndrome']"
Kidneys and urinary system,supernumerary der(22)t(11;22) syndrome,emanuel syndrome,/condition/emanuel-syndrome,"['Der(22) syndrome due to 3:1 meiotic disjunction events', 'supernumerary der(22) syndrome', 'supernumerary der(22)t(11;22) syndrome', 'supernumerary derivative 22 chromosome syndrome']"
Kidneys and urinary system,supernumerary derivative 22 chromosome syndrome,emanuel syndrome,/condition/emanuel-syndrome,"['Der(22) syndrome due to 3:1 meiotic disjunction events', 'supernumerary der(22) syndrome', 'supernumerary der(22)t(11;22) syndrome', 'supernumerary derivative 22 chromosome syndrome']"
Kidneys and urinary system,total hprt deficiency,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,total hypoxanthine-guanine phosphoribosyl transferase deficiency,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
Kidneys and urinary system,toxemia of pregnancy,preeclampsia,/condition/preeclampsia,"['gestational proteinuric hypertension', 'pre-eclampsia', 'pregnancy-induced hypertension', 'toxemia of pregnancy']"
Kidneys and urinary system,tuberose sclerosis,tuberous sclerosis complex,/condition/tuberous-sclerosis-complex,"['Bourneville disease', 'Bourneville phakomatosis', 'cerebral sclerosis', 'epiloia', 'sclerosis tuberosa', 'tuberose sclerosis']"
Kidneys and urinary system,tuberous sclerosis complex,,/condition/tuberous-sclerosis-complex,"['Bourneville disease', 'Bourneville phakomatosis', 'cerebral sclerosis', 'epiloia', 'sclerosis tuberosa', 'tuberose sclerosis']"
Kidneys and urinary system,tubular hypomagnesemia-hypokalemia with hypocalcuria,gitelman syndrome,/condition/gitelman-syndrome,"['familial hypokalemia-hypomagnesemia', ""Gitelman's syndrome"", 'GS', 'hypokalemia-hypomagnesemia, primary renotubular, with hypocalciuria', 'tubular hypomagnesemia-hypokalemia with hypocalcuria']"
Kidneys and urinary system,ubiquinone-cytochrome c oxidoreductase deficiency,mitochondrial complex iii deficiency,/condition/mitochondrial-complex-iii-deficiency,"['isolated CoQ-cytochrome c reductase deficiency', 'ubiquinone-cytochrome c oxidoreductase deficiency']"
Kidneys and urinary system,uda syndrome,muckle-wells syndrome,/condition/muckle-wells-syndrome,"['familial amyloid nephropathy with urticaria and deafness', 'MWS', 'UDA syndrome', 'urticaria-deafness-amyloidosis syndrome']"
Kidneys and urinary system,ufs,ochoa syndrome,/condition/ochoa-syndrome,"['hydronephrosis-inverted smile', 'hydronephrosis with peculiar facial expression', 'inverted smile and occult neuropathic bladder', 'inverted smile-neurogenic bladder', 'partial facial palsy with urinary abnormalities', 'UFS', ""urofacial Ochoa's syndrome"", 'urofacial syndrome']"
Kidneys and urinary system,ullrich-feichtiger syndrome,fraser syndrome,/condition/fraser-syndrome,"['cryptophthalmos syndactyly syndrome', 'cryptophthalmos syndrome', 'cryptophthalmos with other malformations', 'Fraser-Francois syndrome', ""Fraser's syndrome"", 'Meyer-Schwickerath syndrome', 'Ullrich-Feichtiger syndrome']"
Kidneys and urinary system,umak,uromodulin-associated kidney disease,/condition/uromodulin-associated-kidney-disease,"['Familial gout-kidney disease', 'Familial gouty nephropathy', 'Familial juvenile hyperuricemic nephropathy', 'FJHN', 'MCKD2', 'Medullary cystic kidney disease type 2', 'UMAK', 'UMOD-related kidney disease', 'Uromodulin storage disease']"
Kidneys and urinary system,umod-related kidney disease,uromodulin-associated kidney disease,/condition/uromodulin-associated-kidney-disease,"['Familial gout-kidney disease', 'Familial gouty nephropathy', 'Familial juvenile hyperuricemic nephropathy', 'FJHN', 'MCKD2', 'Medullary cystic kidney disease type 2', 'UMAK', 'UMOD-related kidney disease', 'Uromodulin storage disease']"
Kidneys and urinary system,urinary bladder cancer,bladder cancer,/condition/bladder-cancer,"['Cancer of the bladder', 'Malignant tumor of urinary bladder', 'Urinary bladder cancer']"
Kidneys and urinary system,urofacial ochoa's syndrome,ochoa syndrome,/condition/ochoa-syndrome,"['hydronephrosis-inverted smile', 'hydronephrosis with peculiar facial expression', 'inverted smile and occult neuropathic bladder', 'inverted smile-neurogenic bladder', 'partial facial palsy with urinary abnormalities', 'UFS', ""urofacial Ochoa's syndrome"", 'urofacial syndrome']"
Kidneys and urinary system,urofacial syndrome,ochoa syndrome,/condition/ochoa-syndrome,"['hydronephrosis-inverted smile', 'hydronephrosis with peculiar facial expression', 'inverted smile and occult neuropathic bladder', 'inverted smile-neurogenic bladder', 'partial facial palsy with urinary abnormalities', 'UFS', ""urofacial Ochoa's syndrome"", 'urofacial syndrome']"
Kidneys and urinary system,uromodulin-associated kidney disease,,/condition/uromodulin-associated-kidney-disease,"['Familial gout-kidney disease', 'Familial gouty nephropathy', 'Familial juvenile hyperuricemic nephropathy', 'FJHN', 'MCKD2', 'Medullary cystic kidney disease type 2', 'UMAK', 'UMOD-related kidney disease', 'Uromodulin storage disease']"
Kidneys and urinary system,uromodulin storage disease,uromodulin-associated kidney disease,/condition/uromodulin-associated-kidney-disease,"['Familial gout-kidney disease', 'Familial gouty nephropathy', 'Familial juvenile hyperuricemic nephropathy', 'FJHN', 'MCKD2', 'Medullary cystic kidney disease type 2', 'UMAK', 'UMOD-related kidney disease', 'Uromodulin storage disease']"
Kidneys and urinary system,urticaria-deafness-amyloidosis syndrome,muckle-wells syndrome,/condition/muckle-wells-syndrome,"['familial amyloid nephropathy with urticaria and deafness', 'MWS', 'UDA syndrome', 'urticaria-deafness-amyloidosis syndrome']"
Kidneys and urinary system,vacterl association,,/condition/vacterl-association,['VATER association']
